seqname,source,feature,start,end,score,strand,frame,gene_id,gene_version,gene_name,gene_source,gene_biotype,transcript_id,transcript_version,transcript_name,transcript_source,transcript_biotype,tag,transcript_support_level,exon_number,exon_id,exon_version,protein_id,protein_version,ccds_id
6,ensembl_havana,transcript,31498145,31511124,,+,0,ENSG00000204516,10,MICB,ensembl_havana,protein_coding,ENST00000252229,7,MICB-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS43449
6,ensembl_havana,transcript,31528962,31530232,,+,0,ENSG00000204511,3,MCCD1,ensembl_havana,protein_coding,ENST00000376191,3,MCCD1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34396
6,ensembl_havana,transcript,31530226,31542003,,-,0,ENSG00000198563,14,DDX39B,ensembl_havana,protein_coding,ENST00000396172,6,DDX39B-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4697
6,havana,transcript,31572289,31574324,,+,0,ENSG00000226979,9,LTA,ensembl_havana,protein_coding,ENST00000418386,3,LTA-213,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4701
6,ensembl_havana,transcript,31580558,31582424,,-,0,ENSG00000227507,3,LTB,ensembl_havana,protein_coding,ENST00000429299,3,LTB-210,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4703
6,ensembl_havana,transcript,31586277,31588909,,+,0,ENSG00000204482,11,LST1,ensembl_havana,protein_coding,ENST00000438075,7,LST1-217,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS43450
6,havana,transcript,31588895,31593006,,-,0,ENSG00000204475,10,NCR3,ensembl_havana,protein_coding,ENST00000340027,10,NCR3-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34397
6,ensembl_havana,transcript,31615234,31617015,,+,0,ENSG00000204472,13,AIF1,ensembl_havana,protein_coding,ENST00000376059,8,AIF1-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4706
6,ensembl_havana,transcript,31655894,31658210,,+,0,ENSG00000204444,11,APOM,ensembl_havana,protein_coding,ENST00000375916,4,APOM-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4710
6,havana,transcript,31658298,31660778,,-,0,ENSG00000204439,4,C6orf47,havana,protein_coding,ENST00000375911,2,C6orf47-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS34399
6,havana,transcript,31661228,31664997,,-,0,ENSG00000204438,11,GPANK1,ensembl_havana,protein_coding,ENST00000375896,9,GPANK1-203,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4711
6,havana,transcript,31666102,31673546,,+,0,ENSG00000263020,6,,havana,protein_coding,ENST00000375880,6,,havana,protein_coding,"basic,Ensembl_canonical",3,,,,,,
6,ensembl_havana,transcript,31686955,31703324,,-,0,ENSG00000204427,12,ABHD16A,ensembl_havana,protein_coding,ENST00000395952,8,ABHD16A-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4713
6,ensembl_havana,transcript,31706866,31710679,,+,0,ENSG00000204424,10,LY6G6F,ensembl_havana,protein_coding,ENST00000375832,5,LY6G6F-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34403
6,ensembl_havana,transcript,31706904,31717918,,+,0,ENSG00000250641,1,LY6G6F-LY6G6D,ensembl_havana,protein_coding,ENST00000503322,1,LY6G6F-LY6G6D-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical",1,,,,,,CCDS87383
6,ensembl_havana,transcript,31718648,31721746,,-,0,ENSG00000204421,3,LY6G6C,ensembl_havana,protein_coding,ENST00000375819,3,LY6G6C-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4714
6,havana,transcript,31740005,31762676,,+,0,ENSG00000204410,16,MSH5,havana,protein_coding,ENST00000375750,9,MSH5-203,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4720
6,ensembl_havana,transcript,31765590,31777328,,-,0,ENSG00000204396,11,VWA7,ensembl_havana,protein_coding,ENST00000375688,5,VWA7-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS4721
6,havana,transcript,31727040,31729299,,-,0,ENSG00000213722,10,DDAH2,ensembl_havana,protein_coding,ENST00000375789,7,DDAH2-212,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",2,,,,,,CCDS4718
6,havana,transcript,42564029,42693505,,+,0,ENSG00000024048,11,UBR2,ensembl_havana,protein_coding,ENST00000372901,2,UBR2-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS87404
6,ensembl_havana,transcript,42696598,42722597,,-,0,ENSG00000112619,8,PRPH2,ensembl_havana,protein_coding,ENST00000230381,7,PRPH2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4871
6,ensembl_havana,transcript,42744498,42746103,,-,0,ENSG00000124659,7,TBCC,ensembl_havana,protein_coding,ENST00000372876,2,TBCC-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4872
6,ensembl_havana,transcript,136822592,136913934,,+,0,ENSG00000112357,14,PEX7,ensembl_havana,protein_coding,ENST00000318471,5,PEX7-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5180
6,ensembl_havana,transcript,136922301,136925660,,+,0,ENSG00000182747,5,SLC35D3,ensembl_havana,protein_coding,ENST00000331858,5,SLC35D3-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34544
6,ensembl_havana,transcript,32934636,32941028,,-,0,ENSG00000242574,9,HLA-DMB,ensembl_havana,protein_coding,ENST00000418107,3,HLA-DMB-258,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4760
6,havana,transcript,32937364,32953122,,-,0,ENSG00000248993,1,,havana,protein_coding,ENST00000429234,1,,havana,protein_coding,"cds_end_NF,mRNA_end_NF,basic,Ensembl_canonical",2,,,,,,
6,ensembl_havana,transcript,32948618,32953097,,-,0,ENSG00000204257,15,HLA-DMA,ensembl_havana,protein_coding,ENST00000374843,9,HLA-DMA-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4761
6,ensembl_havana,transcript,44113451,44127452,,-,0,ENSG00000180992,7,MRPL14,ensembl_havana,protein_coding,ENST00000372014,5,MRPL14-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34460
6,ensembl_havana,transcript,44127554,44155519,,+,0,ENSG00000137216,19,TMEM63B,ensembl_havana,protein_coding,ENST00000323267,11,TMEM63B-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS34461
6,ensembl_havana,transcript,44158820,44184401,,+,0,ENSG00000137225,13,CAPN11,ensembl_havana,protein_coding,ENST00000398776,2,CAPN11-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS47436
6,ensembl_havana,transcript,43517089,43521513,,+,0,ENSG00000171453,20,POLR1C,ensembl_havana,protein_coding,ENST00000642195,1,POLR1C-210,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS4901
6,ensembl_havana,transcript,43511832,43516926,,-,0,ENSG00000137207,12,YIPF3,ensembl_havana,protein_coding,ENST00000372422,7,YIPF3-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4899
6,ensembl_havana,transcript,43522334,43576038,,-,0,ENSG00000124571,18,XPO5,ensembl_havana,protein_coding,ENST00000265351,12,XPO5-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS47430
6,ensembl_havana,transcript,43576185,43620523,,+,0,ENSG00000170734,12,POLH,ensembl_havana,protein_coding,ENST00000372236,9,POLH-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4902
6,ensembl_havana,transcript,43620494,43629264,,-,0,ENSG00000172432,19,GTPBP2,ensembl_havana,protein_coding,ENST00000307126,10,GTPBP2-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4903
6,ensembl_havana,transcript,43635840,43640941,,+,0,ENSG00000124688,14,MAD2L1BP,ensembl_havana,protein_coding,ENST00000372171,5,MAD2L1BP-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4904
6,ensembl_havana,transcript,43645036,43672600,,+,0,ENSG00000172426,16,RSPH9,ensembl_havana,protein_coding,ENST00000372163,5,RSPH9-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4905
6,ensembl_havana,transcript,41736711,41747397,,-,0,ENSG00000096088,16,PGC,ensembl_havana,protein_coding,ENST00000373025,7,PGC-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4859
6,havana,transcript,41770176,41779900,,-,0,ENSG00000137218,10,FRS3,ensembl_havana,protein_coding,ENST00000373018,7,FRS3-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",3,,,,,,CCDS4860
6,ensembl_havana,transcript,41780782,41787452,,+,0,ENSG00000278224,7,PRICKLE4,ensembl_havana,protein_coding,ENST00000458694,6,PRICKLE4-204,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS34449
6,ensembl_havana,transcript,73515750,73521032,,-,0,ENSG00000156508,19,EEF1A1,ensembl_havana,protein_coding,ENST00000309268,11,EEF1A1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4980
6,ensembl_havana,transcript,31777518,31795752,,-,0,ENSG00000204394,13,VARS1,ensembl_havana,protein_coding,ENST00000375663,8,VARS1-215,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34412
6,ensembl_havana,transcript,31797396,31806966,,-,0,ENSG00000204392,11,LSM2,ensembl_havana,protein_coding,ENST00000375661,6,LSM2-208,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4722
6,ensembl_havana,transcript,31809619,31815283,,-,0,ENSG00000204390,10,HSPA1L,ensembl_havana,protein_coding,ENST00000375654,5,HSPA1L-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34413
6,ensembl_havana,transcript,31815543,31817942,,+,0,ENSG00000204389,10,HSPA1A,ensembl_havana,protein_coding,ENST00000375651,7,HSPA1A-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS34414
6,ensembl_havana,transcript,31827738,31830254,,+,0,ENSG00000204388,7,HSPA1B,ensembl_havana,protein_coding,ENST00000375650,5,HSPA1B-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS34415
6,ensembl_havana,transcript,31899613,31902086,,-,0,ENSG00000204366,4,ZBTB12,ensembl_havana,protein_coding,ENST00000375527,3,ZBTB12-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4727
6,havana,transcript,31666080,31670067,,+,0,ENSG00000204435,15,CSNK2B,ensembl_havana,protein_coding,ENST00000375882,7,CSNK2B-203,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4712
6,havana,transcript,159890988,159917447,,+,0,ENSG00000130368,7,MAS1,ensembl_havana,protein_coding,ENST00000674077,2,MAS1-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS5272
6,ensembl_havana,transcript,159969082,160111504,,+,0,ENSG00000197081,16,IGF2R,ensembl_havana,protein_coding,ENST00000356956,6,IGF2R-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5273
6,ensembl_havana,transcript,160121815,160158718,,+,0,ENSG00000175003,15,SLC22A1,ensembl_havana,protein_coding,ENST00000366963,9,SLC22A1-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5274
6,ensembl_havana,transcript,41683978,41735608,,-,0,ENSG00000112561,19,TFEB,ensembl_havana,protein_coding,ENST00000373033,6,TFEB-204,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4858
6,ensembl_havana,transcript,165279664,165309605,,-,0,ENSG00000112539,15,C6orf118,ensembl_havana,protein_coding,ENST00000230301,9,C6orf118-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5288
6,ensembl_havana,transcript,31857659,31862821,,-,0,ENSG00000204386,12,NEU1,ensembl_havana,protein_coding,ENST00000375631,5,NEU1-206,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4723
6,ensembl_havana,transcript,30489509,30494194,,+,0,ENSG00000204592,9,HLA-E,ensembl_havana,protein_coding,ENST00000376630,5,HLA-E-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS34379
6,havana,transcript,30557295,30563723,,+,0,ENSG00000204576,12,PRR3,ensembl_havana,protein_coding,ENST00000376560,8,PRR3-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS43440
6,ensembl_havana,transcript,30600413,30617243,,-,0,ENSG00000204569,10,PPP1R10,ensembl_havana,protein_coding,ENST00000376511,7,PPP1R10-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4681
6,ensembl_havana,transcript,30617840,30626392,,+,0,ENSG00000204568,12,MRPS18B,ensembl_havana,protein_coding,ENST00000259873,5,MRPS18B-206,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4682
6,ensembl_havana,transcript,30647133,30653207,,+,0,ENSG00000204564,12,C6orf136,ensembl_havana,protein_coding,ENST00000651131,1,C6orf136-214,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS54979
6,ensembl_havana,transcript,30653127,30673006,,-,0,ENSG00000204560,10,DHX16,ensembl_havana,protein_coding,ENST00000376442,8,DHX16-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4685
6,ensembl_havana,transcript,30571442,30591522,,+,0,ENSG00000204574,14,ABCF1,ensembl_havana,protein_coding,ENST00000326195,13,ABCF1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34380
6,havana,transcript,70413508,70561174,,+,0,ENSG00000082269,17,FAM135A,ensembl_havana,protein_coding,ENST00000418814,7,FAM135A-205,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS55028
6,havana,transcript,117287353,117425942,,-,0,ENSG00000047936,11,ROS1,ensembl_havana,protein_coding,ENST00000368507,8,ROS1-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS93994
6,ensembl_havana,transcript,41787694,41789895,,+,0,ENSG00000214736,8,TOMM6,ensembl_havana,protein_coding,ENST00000398881,4,TOMM6-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS47424
6,ensembl_havana,transcript,28994788,29005315,,-,0,ENSG00000197935,7,ZNF311,ensembl_havana,protein_coding,ENST00000377179,4,ZNF311-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS34357
6,ensembl_havana,transcript,127968785,128520599,,-,0,ENSG00000152894,15,PTPRK,ensembl_havana,protein_coding,ENST00000368226,9,PTPRK-207,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5137
6,havana,transcript,49727376,49744388,,-,0,ENSG00000096006,12,CRISP3,ensembl_havana,protein_coding,ENST00000263045,9,CRISP3-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4929
6,havana,transcript,150865702,151101887,,+,0,ENSG00000120254,16,MTHFD1L,ensembl_havana,protein_coding,ENST00000367321,8,MTHFD1L-203,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5228
6,ensembl_havana,transcript,43671202,43687791,,-,0,ENSG00000096080,12,MRPS18A,ensembl_havana,protein_coding,ENST00000372133,8,MRPS18A-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4906
6,ensembl_havana,transcript,53065404,53100873,,+,0,ENSG00000112146,17,FBXO9,ensembl_havana,protein_coding,ENST00000323557,12,FBXO9-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS55022
6,ensembl_havana,transcript,31544444,31546608,,-,0,ENSG00000213760,11,ATP6V1G2,ensembl_havana,protein_coding,ENST00000303892,10,ATP6V1G2-205,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4698
6,havana,transcript,31723373,31726714,,+,0,ENSG00000204420,10,MPIG6B,ensembl_havana,protein_coding,ENST00000649779,1,MPIG6B-211,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",,,,,,,CCDS4715
6,ensembl_havana,transcript,10396677,10415074,,-,0,ENSG00000137203,15,TFAP2A,ensembl_havana,protein_coding,ENST00000379613,10,TFAP2A-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4510
6,ensembl_havana,transcript,45898456,46015860,,-,0,ENSG00000112782,19,CLIC5,ensembl_havana,protein_coding,ENST00000339561,12,CLIC5-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4914
6,havana,transcript,3068494,3115187,,+,0,ENSG00000137275,16,RIPK1,ensembl_havana,protein_coding,ENST00000259808,9,RIPK1-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS4482
6,ensembl_havana,transcript,13615335,13621712,,+,0,ENSG00000225921,7,NOL7,ensembl_havana,protein_coding,ENST00000451315,7,NOL7-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4528
6,ensembl_havana,transcript,13621498,13711835,,-,0,ENSG00000010017,13,RANBP9,ensembl_havana,protein_coding,ENST00000011619,6,RANBP9-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4529
6,havana,transcript,157823246,157945077,,+,0,ENSG00000130340,17,SNX9,havana,protein_coding,ENST00000392185,8,SNX9-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5253
6,ensembl_havana,transcript,157981863,158099176,,+,0,ENSG00000078269,15,SYNJ2,ensembl_havana,protein_coding,ENST00000355585,9,SYNJ2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5254
6,ensembl_havana,transcript,46793389,46839778,,+,0,ENSG00000112818,11,MEP1A,ensembl_havana,protein_coding,ENST00000230588,9,MEP1A-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4918
6,ensembl_havana,transcript,36130513,36144521,,+,0,ENSG00000156711,17,MAPK13,ensembl_havana,protein_coding,ENST00000211287,9,MAPK13-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4818
6,ensembl_havana,transcript,36196744,36232790,,+,0,ENSG00000096070,19,BRPF3,ensembl_havana,protein_coding,ENST00000357641,10,BRPF3-202,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34437
6,ensembl_havana,transcript,36315761,36336888,,-,0,ENSG00000189325,7,BNIP5,ensembl_havana,protein_coding,ENST00000437635,3,BNIP5-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34439
6,havana,transcript,36366194,36387669,,-,0,ENSG00000010030,14,ETV7,ensembl_havana,protein_coding,ENST00000340181,9,ETV7-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4819
6,ensembl_havana,transcript,37433221,37481508,,+,0,ENSG00000137200,13,CMTR1,ensembl_havana,protein_coding,ENST00000373451,9,CMTR1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4835
6,ensembl_havana,transcript,37482938,37499893,,-,0,ENSG00000198937,9,CCDC167,ensembl_havana,protein_coding,ENST00000373408,4,CCDC167-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34441
6,ensembl_havana,transcript,37630679,37697883,,-,0,ENSG00000112139,17,MDGA1,ensembl_havana,protein_coding,ENST00000434837,8,MDGA1-203,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS47417
6,ensembl_havana,transcript,13574601,13615158,,+,0,ENSG00000124523,17,SIRT5,ensembl_havana,protein_coding,ENST00000606117,2,SIRT5-205,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4526
6,havana,transcript,36270060,36313955,,+,0,ENSG00000180316,13,PNPLA1,ensembl_havana,protein_coding,ENST00000636260,2,PNPLA1-205,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",5,,,,,,CCDS93903
6,ensembl_havana,transcript,32741391,32747198,,+,0,ENSG00000237541,4,HLA-DQA2,ensembl_havana,protein_coding,ENST00000374940,4,HLA-DQA2-210,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4753
6,ensembl_havana,transcript,32756098,32763532,,-,0,ENSG00000232629,9,HLA-DQB2,ensembl_havana,protein_coding,ENST00000437316,7,HLA-DQB2-232,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS78128
6,ensembl_havana,transcript,32812763,32817002,,-,0,ENSG00000241106,8,HLA-DOB,ensembl_havana,protein_coding,ENST00000438763,7,HLA-DOB-206,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4754
6,havana,transcript,32813767,32838822,,-,0,ENSG00000250264,1,,havana,protein_coding,ENST00000452392,2,,havana,protein_coding,"cds_end_NF,mRNA_end_NF,basic,Ensembl_canonical",2,,,,,,
6,ensembl_havana,transcript,32854192,32859851,,+,0,ENSG00000240065,8,PSMB9,ensembl_havana,protein_coding,ENST00000374859,3,PSMB9-207,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4759
6,ensembl_havana,transcript,73423711,73452297,,-,0,ENSG00000164430,17,CGAS,ensembl_havana,protein_coding,ENST00000370315,4,CGAS-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4978
6,havana,transcript,135283532,135497740,,-,0,ENSG00000135541,22,AHI1,ensembl_havana,protein_coding,ENST00000265602,11,AHI1-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS47483
6,ensembl_havana,transcript,87674860,87702233,,-,0,ENSG00000135334,9,AKIRIN2,ensembl_havana,protein_coding,ENST00000257787,6,AKIRIN2-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5013
6,ensembl_havana,transcript,88047841,88066838,,+,0,ENSG00000118434,9,SPACA1,ensembl_havana,protein_coding,ENST00000237201,2,SPACA1-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS5014
6,havana,transcript,87590135,87667451,,+,0,ENSG00000135336,16,ORC3,ensembl_havana,protein_coding,ENST00000392844,8,ORC3-202,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS43486
6,ensembl_havana,transcript,24544107,24646191,,-,0,ENSG00000137261,15,KIAA0319,ensembl_havana,protein_coding,ENST00000378214,8,KIAA0319-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS34348
6,ensembl_havana,transcript,24774937,24786099,,+,0,ENSG00000112312,10,GMNN,ensembl_havana,protein_coding,ENST00000230056,8,GMNN-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4560
6,ensembl_havana,transcript,26538366,26546933,,+,0,ENSG00000182952,5,HMGN4,ensembl_havana,protein_coding,ENST00000377575,3,HMGN4-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",1,,,,,,CCDS4615
6,havana,transcript,27837880,27838375,,-,0,ENSG00000275221,2,H2AC15,havana,protein_coding,ENST00000618958,2,H2AC15-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4632
6,havana,transcript,27865317,27865798,,+,0,ENSG00000276903,2,H2AC16,havana,protein_coding,ENST00000613174,2,H2AC16-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4634
6,havana,transcript,27866792,27867588,,-,0,ENSG00000184357,5,H1-5,havana,protein_coding,ENST00000331442,5,H1-5-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4635
6,ensembl_havana,transcript,27871845,27872346,,-,0,ENSG00000275379,2,H3C11,ensembl_havana,protein_coding,ENST00000616365,2,H3C11-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4636
6,havana,transcript,27873148,27873534,,-,0,ENSG00000275126,2,H4C13,havana,protein_coding,ENST00000618305,2,H4C13-201,havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4637
6,ensembl_havana,transcript,27890315,27890826,,-,0,ENSG00000197153,5,H3C12,ensembl_havana,protein_coding,ENST00000359303,4,H3C12-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4638
6,ensembl_havana,transcript,27892699,27893185,,-,0,ENSG00000278677,2,H2AC17,ensembl_havana,protein_coding,ENST00000359611,4,H2AC17-201,ensembl_havana,protein_coding,"CCDS,basic,Ensembl_canonical,MANE_Select",NA,,,,,,CCDS4639
